index_code,index_name,query_trading_day,source_api,source_query_code,htsc_code,name,exchange,stock_code,stock_name,stock_exchange,trading_day,weight,in_date,out_date
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002019.SZ,亿帆医药,XSHE,2019-05-15 00:00:00,0.26,2016-12-12 00:00:00,2025-06-16 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002028.SZ,思源电气,XSHE,2019-05-15 00:00:00,0.13,2012-01-04 00:00:00,2024-12-16 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002030.SZ,达安基因,XSHE,2019-05-15 00:00:00,0.17,2014-12-15 00:00:00,2024-06-17 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002038.SZ,双鹭药业,XSHE,2019-05-15 00:00:00,0.26,2016-06-13 00:00:00,2022-06-13 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002041.SZ,登海种业,XSHE,2019-05-15 00:00:00,0.08,2007-01-15 00:00:00,2019-06-17 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002048.SZ,宁波华翔,XSHE,2019-05-15 00:00:00,0.12,2007-01-15 00:00:00,2023-06-12 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002049.SZ,紫光国芯,XSHE,2019-05-15 00:00:00,0.48,2017-12-11 00:00:00,2020-06-15 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002051.SZ,中工国际,XSHE,2019-05-15 00:00:00,0.16,2015-12-14 00:00:00,2021-06-15 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002056.SZ,横店东磁,XSHE,2019-05-15 00:00:00,0.15,2007-07-02 00:00:00,
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002064.SZ,华峰氨纶,XSHE,2019-05-15 00:00:00,0.16,2007-07-02 00:00:00,2021-06-15 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002074.SZ,国轩高科,XSHE,2019-05-15 00:00:00,0.26,2018-12-17 00:00:00,2021-12-13 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002078.SZ,太阳纸业,XSHE,2019-05-15 00:00:00,0.29,2010-01-04 00:00:00,
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002092.SZ,中泰化学,XSHE,2019-05-15 00:00:00,0.34,2013-12-16 00:00:00,2024-06-17 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002093.SZ,国脉科技,XSHE,2019-05-15 00:00:00,0.12,2013-04-26 00:00:00,2021-06-15 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002110.SZ,三钢闽光,XSHE,2019-05-15 00:00:00,0.32,2018-06-11 00:00:00,2023-12-11 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002118.SZ,紫鑫药业,XSHE,2019-05-15 00:00:00,0.15,2013-01-04 00:00:00,2020-12-14 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002127.SZ,南极电商,XSHE,2019-05-15 00:00:00,0.43,2017-06-12 00:00:00,2020-12-14 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002128.SZ,露天煤业,XSHE,2019-05-15 00:00:00,0.16,2014-06-16 00:00:00,2025-06-16 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002129.SZ,中环股份,XSHE,2019-05-15 00:00:00,0.45,2018-06-11 00:00:00,2020-06-15 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002131.SZ,利欧股份,XSHE,2019-05-15 00:00:00,0.28,2017-12-11 00:00:00,2024-06-17 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002147.SZ,新光圆成,XSHE,2019-05-15 00:00:00,0.05,2017-06-12 00:00:00,2019-06-17 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002152.SZ,广电运通,XSHE,2019-05-15 00:00:00,0.22,2017-12-11 00:00:00,
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002155.SZ,辰州矿业,XSHE,2019-05-15 00:00:00,0.18,2014-06-16 00:00:00,
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002174.SZ,游族网络,XSHE,2019-05-15 00:00:00,0.29,2018-06-11 00:00:00,2022-12-12 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002176.SZ,江特电机,XSHE,2019-05-15 00:00:00,0.19,2016-12-12 00:00:00,2020-06-15 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002183.SZ,怡亚通,XSHE,2019-05-15 00:00:00,0.2,2017-12-11 00:00:00,2023-12-11 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002191.SZ,劲嘉股份,XSHE,2019-05-15 00:00:00,0.33,2008-07-01 00:00:00,2023-06-12 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002195.SZ,二三四五,XSHE,2019-05-15 00:00:00,0.46,2017-12-11 00:00:00,
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002212.SZ,南洋股份,XSHE,2019-05-15 00:00:00,0.18,2018-06-11 00:00:00,2023-06-12 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002221.SZ,东华能源,XSHE,2019-05-15 00:00:00,0.3,2013-12-16 00:00:00,2023-12-11 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002223.SZ,鱼跃医疗,XSHE,2019-05-15 00:00:00,0.38,2011-01-04 00:00:00,
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002233.SZ,塔牌集团,XSHE,2019-05-15 00:00:00,0.11,2009-07-01 00:00:00,2022-12-12 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002242.SZ,九阳股份,XSHE,2019-05-15 00:00:00,0.18,2014-06-16 00:00:00,2023-06-12 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002244.SZ,滨江集团,XSHE,2019-05-15 00:00:00,0.18,2014-06-16 00:00:00,
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002249.SZ,大洋电机,XSHE,2019-05-15 00:00:00,0.15,2009-07-01 00:00:00,2023-12-11 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002250.SZ,联化科技,XSHE,2019-05-15 00:00:00,0.22,2011-07-01 00:00:00,2023-12-11 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002251.SZ,步步高,XSHE,2019-05-15 00:00:00,0.08,2013-12-16 00:00:00,2019-12-16 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002254.SZ,泰和新材,XSHE,2019-05-15 00:00:00,0.13,2009-07-01 00:00:00,2019-12-16 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002266.SZ,浙富股份,XSHE,2019-05-15 00:00:00,0.21,2013-12-16 00:00:00,
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002268.SZ,卫士通,XSHE,2019-05-15 00:00:00,0.41,2016-06-13 00:00:00,2025-06-16 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002273.SZ,水晶光电,XSHE,2019-05-15 00:00:00,0.23,2013-07-01 00:00:00,
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002276.SZ,万马电缆,XSHE,2019-05-15 00:00:00,0.12,2010-01-04 00:00:00,2019-06-17 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002277.SZ,家润多,XSHE,2019-05-15 00:00:00,0.1,2010-01-04 00:00:00,2019-06-17 00:00:00
399905.SZ,中证500,2019-05-15,get_index_component,000905,000905.SH,中证500,XSHG,002280.SZ,联络互动,XSHE,2019-05-15 00:00:00,0.14,2017-12-11 00:00:00,2020-06-15 00:00:00
