市场,榜单,页码,股票代码,当前排名,排名变化,更新时间,老股民占比,新股民占比,历史排名
A股,热门排行,1,600667,11,4,2026-07-08 17:32:00,88.88,11.12,"[{""CALCTIME"":""2026-06-07 23:58:00"",""RANK"":27},{""CALCTIME"":""2026-06-08 23:58:00"",""RANK"":89},{""CALCTIME"":""2026-06-09 23:58:00"",""RANK"":79},{""CALCTIME"":""2026-06-10 23:58:00"",""RANK"":47},{""CALCTIME"":""2026-06-11 23:58:00"",""RANK"":3},{""CALCTIME"":""2026-06-12 23:58:00"",""RANK"":8},{""CALCTIME"":""2026-06-13 23:58:00"",""RANK"":24},{""CALCTIME"":""2026-06-14 23:58:00"",""RANK"":49},{""CALCTIME"":""2026-06-15 23:58:00"",""RANK"":55},{""CALCTIME"":""2026-06-16 23:58:00"",""RANK"":51},{""CALCTIME"":""2026-06-17 23:58:00"",""RANK"":25},{""CALCTIME"":""2026-06-18 23:58:00"",""RANK"":2},{""CALCTIME"":""2026-06-19 23:58:00"",""RANK"":1},{""CALCTIME"":""2026-06-20 23:58:00"",""RANK"":1},{""CALCTIME"":""2026-06-21 23:58:00"",""RANK"":2},{""CALCTIME"":""2026-06-22 23:58:00"",""RANK"":9},{""CALCTIME"":""2026-06-23 23:58:00"",""RANK"":36},{""CALCTIME"":""2026-06-24 23:58:00"",""RANK"":5},{""CALCTIME"":""2026-06-25 23:58:00"",""RANK"":4},{""CALCTIME"":""2026-06-26 23:58:00"",""RANK"":3},{""CALCTIME"":""2026-06-27 23:58:00"",""RANK"":8},{""CALCTIME"":""2026-06-28 23:58:00"",""RANK"":6},{""CALCTIME"":""2026-06-29 23:58:00"",""RANK"":3},{""CALCTIME"":""2026-06-30 23:58:00"",""RANK"":7},{""CALCTIME"":""2026-07-01 23:58:00"",""RANK"":1},{""CALCTIME"":""2026-07-02 23:58:00"",""RANK"":5},{""CALCTIME"":""2026-07-03 23:58:00"",""RANK"":5},{""CALCTIME"":""2026-07-04 23:58:00"",""RANK"":14},{""CALCTIME"":""2026-07-05 23:58:00"",""RANK"":13},{""CALCTIME"":""2026-07-06 23:58:00"",""RANK"":8},{""CALCTIME"":""2026-07-07 23:58:00"",""RANK"":15},{""RANKCHANGE"":0,""HOTRANKSCORE"":11491822.790847255,""INNERCODE"":""600667"",""HISRANKCHANGE_RANK"":2517,""MARKETALLCOUNT"":5528,""CALCTIME"":""2026-07-08 17:32:00"",""HISRANKCHANGE"":4,""SRCSECURITYCODE"":""SH600667"",""RANK"":11,""HOURRANKCHANGE"":0}]"
A股,热门排行,1,601138,12,71,2026-07-08 17:32:00,80.66,19.34,"[{""CALCTIME"":""2026-06-07 23:58:00"",""RANK"":61},{""CALCTIME"":""2026-06-08 23:58:00"",""RANK"":44},{""CALCTIME"":""2026-06-09 23:58:00"",""RANK"":29},{""CALCTIME"":""2026-06-10 23:58:00"",""RANK"":73},{""CALCTIME"":""2026-06-11 23:58:00"",""RANK"":82},{""CALCTIME"":""2026-06-12 23:58:00"",""RANK"":70},{""CALCTIME"":""2026-06-13 23:58:00"",""RANK"":49},{""CALCTIME"":""2026-06-14 23:58:00"",""RANK"":77},{""CALCTIME"":""2026-06-15 23:58:00"",""RANK"":61},{""CALCTIME"":""2026-06-16 23:58:00"",""RANK"":98},{""CALCTIME"":""2026-06-17 23:58:00"",""RANK"":92},{""CALCTIME"":""2026-06-18 23:58:00"",""RANK"":1},{""CALCTIME"":""2026-06-19 23:58:00"",""RANK"":8},{""CALCTIME"":""2026-06-20 23:58:00"",""RANK"":13},{""CALCTIME"":""2026-06-21 23:58:00"",""RANK"":21},{""CALCTIME"":""2026-06-22 23:58:00"",""RANK"":49},{""CALCTIME"":""2026-06-23 23:58:00"",""RANK"":41},{""CALCTIME"":""2026-06-24 23:58:00"",""RANK"":41},{""CALCTIME"":""2026-06-25 23:58:00"",""RANK"":64},{""CALCTIME"":""2026-06-26 23:58:00"",""RANK"":36},{""CALCTIME"":""2026-06-27 23:58:00"",""RANK"":85},{""CALCTIME"":""2026-06-28 23:58:00"",""RANK"":116},{""CALCTIME"":""2026-06-29 23:58:00"",""RANK"":83},{""CALCTIME"":""2026-06-30 23:58:00"",""RANK"":64},{""CALCTIME"":""2026-07-01 23:58:00"",""RANK"":78},{""CALCTIME"":""2026-07-02 23:58:00"",""RANK"":58},{""CALCTIME"":""2026-07-03 23:58:00"",""RANK"":71},{""CALCTIME"":""2026-07-04 23:58:00"",""RANK"":92},{""CALCTIME"":""2026-07-05 23:58:00"",""RANK"":103},{""CALCTIME"":""2026-07-06 23:58:00"",""RANK"":94},{""CALCTIME"":""2026-07-07 23:58:00"",""RANK"":83},{""RANKCHANGE"":0,""HOTRANKSCORE"":11034571.078655416,""INNERCODE"":""gs80891712"",""HISRANKCHANGE_RANK"":2013,""MARKETALLCOUNT"":5528,""CALCTIME"":""2026-07-08 17:32:00"",""HISRANKCHANGE"":71,""SRCSECURITYCODE"":""SH601138"",""RANK"":12,""HOURRANKCHANGE"":0}]"
A股,热门排行,1,001248,13,-2,2026-07-08 17:32:00,67.51,32.49,"[{""CALCTIME"":""2026-07-02 23:58:00"",""RANK"":2},{""CALCTIME"":""2026-07-03 23:58:00"",""RANK"":7},{""CALCTIME"":""2026-07-04 23:58:00"",""RANK"":29},{""CALCTIME"":""2026-07-05 23:58:00"",""RANK"":56},{""CALCTIME"":""2026-07-06 23:58:00"",""RANK"":7},{""CALCTIME"":""2026-07-07 23:58:00"",""RANK"":11},{""RANKCHANGE"":0,""HOTRANKSCORE"":10668770.388691584,""INNERCODE"":""gs81505245"",""HISRANKCHANGE_RANK"":2555,""MARKETALLCOUNT"":5528,""CALCTIME"":""2026-07-08 17:32:00"",""HISRANKCHANGE"":-2,""SRCSECURITYCODE"":""SZ001248"",""RANK"":13,""HOURRANKCHANGE"":0}]"
A股,热门排行,1,603986,14,5,2026-07-08 17:32:00,85.53,14.47,"[{""CALCTIME"":""2026-06-07 23:58:00"",""RANK"":90},{""CALCTIME"":""2026-06-08 23:58:00"",""RANK"":75},{""CALCTIME"":""2026-06-09 23:58:00"",""RANK"":75},{""CALCTIME"":""2026-06-10 23:58:00"",""RANK"":114},{""CALCTIME"":""2026-06-11 23:58:00"",""RANK"":93},{""CALCTIME"":""2026-06-12 23:58:00"",""RANK"":65},{""CALCTIME"":""2026-06-13 23:58:00"",""RANK"":53},{""CALCTIME"":""2026-06-14 23:58:00"",""RANK"":79},{""CALCTIME"":""2026-06-15 23:58:00"",""RANK"":50},{""CALCTIME"":""2026-06-16 23:58:00"",""RANK"":95},{""CALCTIME"":""2026-06-17 23:58:00"",""RANK"":2},{""CALCTIME"":""2026-06-18 23:58:00"",""RANK"":4},{""CALCTIME"":""2026-06-19 23:58:00"",""RANK"":14},{""CALCTIME"":""2026-06-20 23:58:00"",""RANK"":20},{""CALCTIME"":""2026-06-21 23:58:00"",""RANK"":26},{""CALCTIME"":""2026-06-22 23:58:00"",""RANK"":11},{""CALCTIME"":""2026-06-23 23:58:00"",""RANK"":32},{""CALCTIME"":""2026-06-24 23:58:00"",""RANK"":6},{""CALCTIME"":""2026-06-25 23:58:00"",""RANK"":7},{""CALCTIME"":""2026-06-26 23:58:00"",""RANK"":19},{""CALCTIME"":""2026-06-27 23:58:00"",""RANK"":16},{""CALCTIME"":""2026-06-28 23:58:00"",""RANK"":27},{""CALCTIME"":""2026-06-29 23:58:00"",""RANK"":4},{""CALCTIME"":""2026-06-30 23:58:00"",""RANK"":10},{""CALCTIME"":""2026-07-01 23:58:00"",""RANK"":20},{""CALCTIME"":""2026-07-02 23:58:00"",""RANK"":8},{""CALCTIME"":""2026-07-03 23:58:00"",""RANK"":16},{""CALCTIME"":""2026-07-04 23:58:00"",""RANK"":20},{""CALCTIME"":""2026-07-05 23:58:00"",""RANK"":33},{""CALCTIME"":""2026-07-06 23:58:00"",""RANK"":15},{""CALCTIME"":""2026-07-07 23:58:00"",""RANK"":19},{""RANKCHANGE"":0,""HOTRANKSCORE"":10368412.748729821,""INNERCODE"":""gs80357731"",""HISRANKCHANGE_RANK"":2504,""MARKETALLCOUNT"":5528,""CALCTIME"":""2026-07-08 17:32:00"",""HISRANKCHANGE"":5,""SRCSECURITYCODE"":""SH603986"",""RANK"":14,""HOURRANKCHANGE"":0}]"
A股,热门排行,1,000066,15,36,2026-07-08 17:32:00,48.00,52.00,"[{""CALCTIME"":""2026-06-07 23:58:00"",""RANK"":364},{""CALCTIME"":""2026-06-08 23:58:00"",""RANK"":219},{""CALCTIME"":""2026-06-09 23:58:00"",""RANK"":375},{""CALCTIME"":""2026-06-10 23:58:00"",""RANK"":293},{""CALCTIME"":""2026-06-11 23:58:00"",""RANK"":356},{""CALCTIME"":""2026-06-12 23:58:00"",""RANK"":314},{""CALCTIME"":""2026-06-13 23:58:00"",""RANK"":348},{""CALCTIME"":""2026-06-14 23:58:00"",""RANK"":459},{""CALCTIME"":""2026-06-15 23:58:00"",""RANK"":348},{""CALCTIME"":""2026-06-16 23:58:00"",""RANK"":332},{""CALCTIME"":""2026-06-17 23:58:00"",""RANK"":58},{""CALCTIME"":""2026-06-18 23:58:00"",""RANK"":115},{""CALCTIME"":""2026-06-19 23:58:00"",""RANK"":203},{""CALCTIME"":""2026-06-20 23:58:00"",""RANK"":185},{""CALCTIME"":""2026-06-21 23:58:00"",""RANK"":204},{""CALCTIME"":""2026-06-22 23:58:00"",""RANK"":209},{""CALCTIME"":""2026-06-23 23:58:00"",""RANK"":265},{""CALCTIME"":""2026-06-24 23:58:00"",""RANK"":60},{""CALCTIME"":""2026-06-25 23:58:00"",""RANK"":29},{""CALCTIME"":""2026-06-26 23:58:00"",""RANK"":91},{""CALCTIME"":""2026-06-27 23:58:00"",""RANK"":199},{""CALCTIME"":""2026-06-28 23:58:00"",""RANK"":231},{""CALCTIME"":""2026-06-29 23:58:00"",""RANK"":182},{""CALCTIME"":""2026-06-30 23:58:00"",""RANK"":181},{""CALCTIME"":""2026-07-01 23:58:00"",""RANK"":321},{""CALCTIME"":""2026-07-02 23:58:00"",""RANK"":305},{""CALCTIME"":""2026-07-03 23:58:00"",""RANK"":362},{""CALCTIME"":""2026-07-04 23:58:00"",""RANK"":412},{""CALCTIME"":""2026-07-05 23:58:00"",""RANK"":439},{""CALCTIME"":""2026-07-06 23:58:00"",""RANK"":5},{""CALCTIME"":""2026-07-07 23:58:00"",""RANK"":51},{""RANKCHANGE"":0,""HOTRANKSCORE"":10303378.574828653,""INNERCODE"":""000066"",""HISRANKCHANGE_RANK"":2243,""MARKETALLCOUNT"":5528,""CALCTIME"":""2026-07-08 17:32:00"",""HISRANKCHANGE"":36,""SRCSECURITYCODE"":""SZ000066"",""RANK"":15,""HOURRANKCHANGE"":0}]"
A股,热门排行,1,603019,16,120,2026-07-08 17:32:00,71.79,28.21,"[{""CALCTIME"":""2026-06-07 23:58:00"",""RANK"":215},{""CALCTIME"":""2026-06-08 23:58:00"",""RANK"":289},{""CALCTIME"":""2026-06-09 23:58:00"",""RANK"":335},{""CALCTIME"":""2026-06-10 23:58:00"",""RANK"":198},{""CALCTIME"":""2026-06-11 23:58:00"",""RANK"":341},{""CALCTIME"":""2026-06-12 23:58:00"",""RANK"":397},{""CALCTIME"":""2026-06-13 23:58:00"",""RANK"":318},{""CALCTIME"":""2026-06-14 23:58:00"",""RANK"":349},{""CALCTIME"":""2026-06-15 23:58:00"",""RANK"":290},{""CALCTIME"":""2026-06-16 23:58:00"",""RANK"":362},{""CALCTIME"":""2026-06-17 23:58:00"",""RANK"":242},{""CALCTIME"":""2026-06-18 23:58:00"",""RANK"":166},{""CALCTIME"":""2026-06-19 23:58:00"",""RANK"":117},{""CALCTIME"":""2026-06-20 23:58:00"",""RANK"":112},{""CALCTIME"":""2026-06-21 23:58:00"",""RANK"":186},{""CALCTIME"":""2026-06-22 23:58:00"",""RANK"":322},{""CALCTIME"":""2026-06-23 23:58:00"",""RANK"":315},{""CALCTIME"":""2026-06-24 23:58:00"",""RANK"":170},{""CALCTIME"":""2026-06-25 23:58:00"",""RANK"":11},{""CALCTIME"":""2026-06-26 23:58:00"",""RANK"":62},{""CALCTIME"":""2026-06-27 23:58:00"",""RANK"":63},{""CALCTIME"":""2026-06-28 23:58:00"",""RANK"":78},{""CALCTIME"":""2026-06-29 23:58:00"",""RANK"":188},{""CALCTIME"":""2026-06-30 23:58:00"",""RANK"":9},{""CALCTIME"":""2026-07-01 23:58:00"",""RANK"":74},{""CALCTIME"":""2026-07-02 23:58:00"",""RANK"":149},{""CALCTIME"":""2026-07-03 23:58:00"",""RANK"":182},{""CALCTIME"":""2026-07-04 23:58:00"",""RANK"":141},{""CALCTIME"":""2026-07-05 23:58:00"",""RANK"":194},{""CALCTIME"":""2026-07-06 23:58:00"",""RANK"":100},{""CALCTIME"":""2026-07-07 23:58:00"",""RANK"":136},{""RANKCHANGE"":0,""HOTRANKSCORE"":10114787.040517118,""INNERCODE"":""gs80373483"",""HISRANKCHANGE_RANK"":1746,""MARKETALLCOUNT"":5528,""CALCTIME"":""2026-07-08 17:32:00"",""HISRANKCHANGE"":120,""SRCSECURITYCODE"":""SH603019"",""RANK"":16,""HOURRANKCHANGE"":0}]"
A股,热门排行,1,300454,17,1851,2026-07-08 17:32:00,19.98,80.02,"[{""CALCTIME"":""2026-06-07 23:58:00"",""RANK"":1519},{""CALCTIME"":""2026-06-08 23:58:00"",""RANK"":1671},{""CALCTIME"":""2026-06-09 23:58:00"",""RANK"":1075},{""CALCTIME"":""2026-06-10 23:58:00"",""RANK"":1482},{""CALCTIME"":""2026-06-11 23:58:00"",""RANK"":1679},{""CALCTIME"":""2026-06-12 23:58:00"",""RANK"":1930},{""CALCTIME"":""2026-06-13 23:58:00"",""RANK"":1837},{""CALCTIME"":""2026-06-14 23:58:00"",""RANK"":2147},{""CALCTIME"":""2026-06-15 23:58:00"",""RANK"":1604},{""CALCTIME"":""2026-06-16 23:58:00"",""RANK"":1633},{""CALCTIME"":""2026-06-17 23:58:00"",""RANK"":1260},{""CALCTIME"":""2026-06-18 23:58:00"",""RANK"":1697},{""CALCTIME"":""2026-06-19 23:58:00"",""RANK"":1743},{""CALCTIME"":""2026-06-20 23:58:00"",""RANK"":1837},{""CALCTIME"":""2026-06-21 23:58:00"",""RANK"":1911},{""CALCTIME"":""2026-06-22 23:58:00"",""RANK"":1736},{""CALCTIME"":""2026-06-23 23:58:00"",""RANK"":1678},{""CALCTIME"":""2026-06-24 23:58:00"",""RANK"":1772},{""CALCTIME"":""2026-06-25 23:58:00"",""RANK"":1783},{""CALCTIME"":""2026-06-26 23:58:00"",""RANK"":1347},{""CALCTIME"":""2026-06-27 23:58:00"",""RANK"":1716},{""CALCTIME"":""2026-06-28 23:58:00"",""RANK"":1894},{""CALCTIME"":""2026-06-29 23:58:00"",""RANK"":1982},{""CALCTIME"":""2026-06-30 23:58:00"",""RANK"":1242},{""CALCTIME"":""2026-07-01 23:58:00"",""RANK"":2017},{""CALCTIME"":""2026-07-02 23:58:00"",""RANK"":1750},{""CALCTIME"":""2026-07-03 23:58:00"",""RANK"":2250},{""CALCTIME"":""2026-07-04 23:58:00"",""RANK"":2421},{""CALCTIME"":""2026-07-05 23:58:00"",""RANK"":2580},{""CALCTIME"":""2026-07-06 23:58:00"",""RANK"":2363},{""CALCTIME"":""2026-07-07 23:58:00"",""RANK"":1868},{""RANKCHANGE"":0,""HOTRANKSCORE"":9865192.515190536,""INNERCODE"":""gs80134034"",""HISRANKCHANGE_RANK"":120,""MARKETALLCOUNT"":5528,""CALCTIME"":""2026-07-08 17:32:00"",""HISRANKCHANGE"":1851,""SRCSECURITYCODE"":""SZ300454"",""RANK"":17,""HOURRANKCHANGE"":1}]"
A股,热门排行,1,300308,18,8,2026-07-08 17:32:00,77.63,22.37,"[{""CALCTIME"":""2026-06-07 23:58:00"",""RANK"":35},{""CALCTIME"":""2026-06-08 23:58:00"",""RANK"":34},{""CALCTIME"":""2026-06-09 23:58:00"",""RANK"":50},{""CALCTIME"":""2026-06-10 23:58:00"",""RANK"":75},{""CALCTIME"":""2026-06-11 23:58:00"",""RANK"":63},{""CALCTIME"":""2026-06-12 23:58:00"",""RANK"":15},{""CALCTIME"":""2026-06-13 23:58:00"",""RANK"":30},{""CALCTIME"":""2026-06-14 23:58:00"",""RANK"":14},{""CALCTIME"":""2026-06-15 23:58:00"",""RANK"":23},{""CALCTIME"":""2026-06-16 23:58:00"",""RANK"":94},{""CALCTIME"":""2026-06-17 23:58:00"",""RANK"":73},{""CALCTIME"":""2026-06-18 23:58:00"",""RANK"":6},{""CALCTIME"":""2026-06-19 23:58:00"",""RANK"":5},{""CALCTIME"":""2026-06-20 23:58:00"",""RANK"":22},{""CALCTIME"":""2026-06-21 23:58:00"",""RANK"":42},{""CALCTIME"":""2026-06-22 23:58:00"",""RANK"":79},{""CALCTIME"":""2026-06-23 23:58:00"",""RANK"":39},{""CALCTIME"":""2026-06-24 23:58:00"",""RANK"":84},{""CALCTIME"":""2026-06-25 23:58:00"",""RANK"":68},{""CALCTIME"":""2026-06-26 23:58:00"",""RANK"":38},{""CALCTIME"":""2026-06-27 23:58:00"",""RANK"":70},{""CALCTIME"":""2026-06-28 23:58:00"",""RANK"":86},{""CALCTIME"":""2026-06-29 23:58:00"",""RANK"":46},{""CALCTIME"":""2026-06-30 23:58:00"",""RANK"":59},{""CALCTIME"":""2026-07-01 23:58:00"",""RANK"":55},{""CALCTIME"":""2026-07-02 23:58:00"",""RANK"":41},{""CALCTIME"":""2026-07-03 23:58:00"",""RANK"":41},{""CALCTIME"":""2026-07-04 23:58:00"",""RANK"":77},{""CALCTIME"":""2026-07-05 23:58:00"",""RANK"":42},{""CALCTIME"":""2026-07-06 23:58:00"",""RANK"":32},{""CALCTIME"":""2026-07-07 23:58:00"",""RANK"":26},{""RANKCHANGE"":0,""HOTRANKSCORE"":9844242.49412117,""INNERCODE"":""300308"",""HISRANKCHANGE_RANK"":2473,""MARKETALLCOUNT"":5528,""CALCTIME"":""2026-07-08 17:32:00"",""HISRANKCHANGE"":8,""SRCSECURITYCODE"":""SZ300308"",""RANK"":18,""HOURRANKCHANGE"":-1}]"
A股,热门排行,1,002396,19,63,2026-07-08 17:32:00,29.62,70.38,"[{""CALCTIME"":""2026-06-07 23:58:00"",""RANK"":1409},{""CALCTIME"":""2026-06-08 23:58:00"",""RANK"":587},{""CALCTIME"":""2026-06-09 23:58:00"",""RANK"":1434},{""CALCTIME"":""2026-06-10 23:58:00"",""RANK"":1650},{""CALCTIME"":""2026-06-11 23:58:00"",""RANK"":1419},{""CALCTIME"":""2026-06-12 23:58:00"",""RANK"":1601},{""CALCTIME"":""2026-06-13 23:58:00"",""RANK"":1544},{""CALCTIME"":""2026-06-14 23:58:00"",""RANK"":1776},{""CALCTIME"":""2026-06-15 23:58:00"",""RANK"":788},{""CALCTIME"":""2026-06-16 23:58:00"",""RANK"":1592},{""CALCTIME"":""2026-06-17 23:58:00"",""RANK"":746},{""CALCTIME"":""2026-06-18 23:58:00"",""RANK"":1257},{""CALCTIME"":""2026-06-19 23:58:00"",""RANK"":1095},{""CALCTIME"":""2026-06-20 23:58:00"",""RANK"":1101},{""CALCTIME"":""2026-06-21 23:58:00"",""RANK"":1165},{""CALCTIME"":""2026-06-22 23:58:00"",""RANK"":1579},{""CALCTIME"":""2026-06-23 23:58:00"",""RANK"":1823},{""CALCTIME"":""2026-06-24 23:58:00"",""RANK"":1636},{""CALCTIME"":""2026-06-25 23:58:00"",""RANK"":1610},{""CALCTIME"":""2026-06-26 23:58:00"",""RANK"":1557},{""CALCTIME"":""2026-06-27 23:58:00"",""RANK"":1576},{""CALCTIME"":""2026-06-28 23:58:00"",""RANK"":1727},{""CALCTIME"":""2026-06-29 23:58:00"",""RANK"":1980},{""CALCTIME"":""2026-06-30 23:58:00"",""RANK"":150},{""CALCTIME"":""2026-07-01 23:58:00"",""RANK"":101},{""CALCTIME"":""2026-07-02 23:58:00"",""RANK"":108},{""CALCTIME"":""2026-07-03 23:58:00"",""RANK"":74},{""CALCTIME"":""2026-07-04 23:58:00"",""RANK"":59},{""CALCTIME"":""2026-07-05 23:58:00"",""RANK"":46},{""CALCTIME"":""2026-07-06 23:58:00"",""RANK"":14},{""CALCTIME"":""2026-07-07 23:58:00"",""RANK"":82},{""RANKCHANGE"":0,""HOTRANKSCORE"":9569540.352946905,""INNERCODE"":""002396"",""HISRANKCHANGE_RANK"":2064,""MARKETALLCOUNT"":5528,""CALCTIME"":""2026-07-08 17:32:00"",""HISRANKCHANGE"":63,""SRCSECURITYCODE"":""SZ002396"",""RANK"":19,""HOURRANKCHANGE"":1}]"
A股,热门排行,1,002384,20,-14,2026-07-08 17:32:00,72.33,27.67,"[{""CALCTIME"":""2026-06-07 23:58:00"",""RANK"":117},{""CALCTIME"":""2026-06-08 23:58:00"",""RANK"":113},{""CALCTIME"":""2026-06-09 23:58:00"",""RANK"":90},{""CALCTIME"":""2026-06-10 23:58:00"",""RANK"":128},{""CALCTIME"":""2026-06-11 23:58:00"",""RANK"":146},{""CALCTIME"":""2026-06-12 23:58:00"",""RANK"":64},{""CALCTIME"":""2026-06-13 23:58:00"",""RANK"":76},{""CALCTIME"":""2026-06-14 23:58:00"",""RANK"":99},{""CALCTIME"":""2026-06-15 23:58:00"",""RANK"":11},{""CALCTIME"":""2026-06-16 23:58:00"",""RANK"":16},{""CALCTIME"":""2026-06-17 23:58:00"",""RANK"":44},{""CALCTIME"":""2026-06-18 23:58:00"",""RANK"":18},{""CALCTIME"":""2026-06-19 23:58:00"",""RANK"":19},{""CALCTIME"":""2026-06-20 23:58:00"",""RANK"":18},{""CALCTIME"":""2026-06-21 23:58:00"",""RANK"":29},{""CALCTIME"":""2026-06-22 23:58:00"",""RANK"":86},{""CALCTIME"":""2026-06-23 23:58:00"",""RANK"":76},{""CALCTIME"":""2026-06-24 23:58:00"",""RANK"":96},{""CALCTIME"":""2026-06-25 23:58:00"",""RANK"":31},{""CALCTIME"":""2026-06-26 23:58:00"",""RANK"":88},{""CALCTIME"":""2026-06-27 23:58:00"",""RANK"":103},{""CALCTIME"":""2026-06-28 23:58:00"",""RANK"":121},{""CALCTIME"":""2026-06-29 23:58:00"",""RANK"":97},{""CALCTIME"":""2026-06-30 23:58:00"",""RANK"":72},{""CALCTIME"":""2026-07-01 23:58:00"",""RANK"":115},{""CALCTIME"":""2026-07-02 23:58:00"",""RANK"":54},{""CALCTIME"":""2026-07-03 23:58:00"",""RANK"":21},{""CALCTIME"":""2026-07-04 23:58:00"",""RANK"":50},{""CALCTIME"":""2026-07-05 23:58:00"",""RANK"":72},{""CALCTIME"":""2026-07-06 23:58:00"",""RANK"":76},{""CALCTIME"":""2026-07-07 23:58:00"",""RANK"":6},{""RANKCHANGE"":0,""HOTRANKSCORE"":9434566.169583194,""INNERCODE"":""002384"",""HISRANKCHANGE_RANK"":2670,""MARKETALLCOUNT"":5528,""CALCTIME"":""2026-07-08 17:32:00"",""HISRANKCHANGE"":-14,""SRCSECURITYCODE"":""SZ002384"",""RANK"":20,""HOURRANKCHANGE"":-1}]"
