301259	艾布鲁	2026-07-02 13:46	28.16	 4.53%	58	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301251	威尔高	2026-07-02 13:46	48.57	-6.14%	12	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301248	杰创智能	2026-07-02 13:46	80.52	-4.80%	47	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301238	瑞泰新材	2026-07-02 13:46	23.65	-1.54%	55	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301237	和顺科技	2026-07-02 13:46	80.13	 2.34%	1	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301232	飞沃科技	2026-07-02 13:46	162.4	 0.56%	4	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301230	泓博医药	2026-07-02 13:46	38.42	-2.44%	4	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301227	森鹰窗业	2026-07-02 13:46	25.46	 3.66%	5	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301211	亨迪药业	2026-07-02 13:46	12.16	 3.84%	176	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301207	华兰疫苗	2026-07-02 13:46	16.96	 0.12%	1	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301201	诚达药业	2026-07-02 13:46	38.07	 0.26%	1	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301200	大族数控	2026-07-02 13:46	357.5	-5.07%	17	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301197	工大科雅	2026-07-02 13:46	35.3	-9.07%	6	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301191	菲菱科思	2026-07-02 13:46	114.68	-1.98%	12	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301183	东田微	2026-07-02 13:46	231.65	-7.71%	4	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301182	凯旺科技	2026-07-02 13:46	101.78	 0.07%	5	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301177	迪阿股份	2026-07-02 13:46	29.82	 0.07%	7	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301165	锐捷网络	2026-07-02 13:46	86.78	 1.00%	6	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301162	国能日新	2026-07-02 13:46	42.81	-1.34%	5	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301150	中一科技	2026-07-02 13:46	58.65	-3.98%	3	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
301149	隆华新材	2026-07-02 13:46	11.97	10.73%	4	弱卖	skipped	交易数量或金额为0	nan	0	0	2026-07-02 13:59:12
